id,host_id,host_name,host_since,host_response_rate,host_listings_count,host_total_listings_count,city,state,zipcode,country,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,amenities,price,weekly_price,monthly_price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,number_of_reviews,review_scores_rating,cancellation_policy,reviews_per_month
6576006,27339584,Caitlyn,06-02-2015,100%,2,2,Seattle,WA,98112,United States,Townhouse,Private room,2,1.5,1,1,Real Bed,"{TV,Internet,""Wireless Internet"",Kitchen,""Indoor Fireplace"",Heating,Washer,Dryer,""Smoke Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron}",50,325,,,,0,10,1,10,12,98,flexible,7.2
7971334,20820841,Will,01-09-2014,100%,1,1,Seattle,WA,98122,United States,House,Private room,2,1,1,1,Real Bed,"{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",129,,,,10,1,10,1,3,28,88,flexible,6.22
1984962,8956137,William,20-09-2013,100%,6,6,Seattle,WA,98122,United States,House,Entire home/apt,6,3.5,3,3,Real Bed,"{TV,""Cable TV"",""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer}",295,,,995,195,1,0,1,1125,22,96,strict,1.07
9292039,5267359,Marshall,28-02-2013,90%,3,3,Seattle,WA,98122,United States,Apartment,Entire home/apt,2,1,1,1,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Pets Allowed"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Safety Card"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,Iron,""Laptop Friendly Workspace""}",99,,,250,100,1,0,1,1125,1,100,strict,0.77
6661617,5946086,Laura,16-04-2013,90%,1,1,Seattle,WA,98122,United States,House,Entire home/apt,6,2.5,2,3,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",175,"1,500.00","5,500.00",500,200,6,0,2,1125,17,95,strict,2.52
8848854,6758953,Mylien,05-06-2013,100%,1,1,Seattle,WA,98122,United States,House,Entire home/apt,5,2,2,3,Real Bed,"{TV,Internet,""Wireless Internet"",""Free Parking on Premises"",""Pets Allowed"",""Pets live on this property"",Dog(s),""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo}",150,,,200,100,6,25,1,1125,1,80,flexible,0.77
3251069,2108094,Kevin,10-04-2012,50%,2,2,Seattle,WA,98122,United States,House,Private room,2,1,1,1,Real Bed,"{""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,""Smoke Detector"",""Fire Extinguisher""}",109,,,,,1,0,1,1125,6,100,flexible,0.32
4111137,5079733,Eula & Marvin,13-02-2013,100%,1,1,Seattle,WA,98122,United States,Apartment,Entire home/apt,4,1,1,2,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Wheelchair Accessible"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo}",85,,,,10,2,5,2,7,15,95,moderate,1.28
4760472,6047879,Elizabeth,22-04-2013,90%,1,1,Seattle,WA,98122,United States,Apartment,Entire home/apt,3,1,1,1,Real Bed,"{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Cat(s),""Other pet(s)"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",80,560,"2,150.00",,50,2,5,2,40,35,94,moderate,3.58
8968925,8540901,Shawn,30-08-2013,40%,1,1,Seattle,WA,98122,United States,House,Private room,4,2.5,1,2,Real Bed,{},115,,,,,1,0,1,1125,0,,flexible,
3293438,16639011,Paul,10-06-2014,100%,1,1,Seattle,WA,98122,United States,Apartment,Entire home/apt,2,1,1,1,Real Bed,"{TV,""Cable TV"",""Wireless Internet"",""Air Conditioning"",Kitchen,Breakfast,""Hot Tub"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",85,510,,,,1,10,2,14,88,98,moderate,4.63
9210978,43014741,Chelsy,31-08-2015,100%,1,1,Seattle,WA,98122,United States,House,Entire home/apt,4,2,2,2,Real Bed,"{Internet,""Air Conditioning"",Kitchen,""Pets Allowed"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",Essentials}",200,,,,100,1,0,1,1125,1,100,flexible,0.48
3319386,8110932,Nicole,12-08-2013,N/A,1,1,Seattle,WA,98112,United States,Apartment,Private room,2,1,1,1,Real Bed,"{Internet,""Wireless Internet"",""Free Parking on Premises"",""Pets live on this property"",Dog(s),Cat(s),Heating,""Family/Kid Friendly"",""Suitable for Events"",""Smoke Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",169,,,250,,0,0,2,6,42,97,strict,2.34
7717813,40550531,Kim,05-08-2015,100%,1,1,Seattle,WA,98122,United States,House,Entire home/apt,4,1,1,2,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",""Laptop Friendly Workspace""}",130,950,"3,000.00","2,500.00",75,4,0,2,1125,13,98,strict,2.6
5578943,26630462,Gretchen & Sidney,24-01-2015,100%,1,1,Seattle,WA,98122,United States,House,Private room,2,1,1,1,Real Bed,"{""Cable TV"",""Wireless Internet"",""Pets live on this property"",Dog(s),Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron}",79,595,"1,975.00",100,60,2,30,2,1125,36,97,moderate,4.37
7660932,13960065,Alan,06-04-2014,N/A,3,3,Seattle,WA,98112,United States,Cabin,Private room,1,1,1,1,Real Bed,"{TV,""Wireless Internet"",Heating,Essentials}",125,,,,,1,0,2,6,11,98,strict,2.19
4271221,22176009,Clif & Nelda,05-10-2014,90%,1,1,Seattle,WA,98122,United States,House,Private room,2,1,1,1,Real Bed,"{Internet,""Wireless Internet"",""Free Parking on Premises"",Breakfast,""Pets live on this property"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}",80,500,,,25,1,0,1,1125,78,97,flexible,5.35
6358605,26737345,Sarah,26-01-2015,N/A,1,1,Seattle,WA,98122,United States,Apartment,Private room,2,1,1,1,Real Bed,"{""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,""Smoke Detector"",Essentials}",66,,,,15,1,0,1,1125,6,100,flexible,0.88
1439237,7730805,Stephanie,26-07-2013,90%,2,2,Seattle,WA,98122,United States,House,Private room,2,1,1,1,Real Bed,"{Internet,""Wireless Internet""}",97,585,950,,,2,10,2,1125,58,98,flexible,1.98
7775167,9763076,Kelly,02-11-2013,88%,1,1,Seattle,WA,98122,United States,House,Private room,2,1,1,1,Real Bed,"{""Wireless Internet"",Kitchen,""Free Parking on Premises"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo}",58,350,"1,000.00",,30,1,75,1,1125,11,100,moderate,2.21
7437784,4143171,Christina,13-11-2012,100%,2,2,Seattle,WA,98122,United States,House,Private room,2,1,1,1,Pull-out Sofa,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Cat(s),Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}",125,,,150,25,2,25,3,1125,0,,moderate,
9628972,49799519,Oriana,24-11-2015,50%,1,1,Seattle,WA,98122,United States,House,Private room,2,1,1,1,Real Bed,"{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",""Pets live on this property"",Dog(s),Cat(s),""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,""Lock on Bedroom Door"",""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",50,,,,,1,0,1,1125,0,,flexible,
8425013,658155,Joe,02-06-2011,100%,13,13,Seattle,WA,98122,United States,House,Entire home/apt,10,3.5,5,7,Real Bed,"{TV,Internet,""Wireless Internet"",Kitchen,""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,Essentials,Shampoo}",350,,,500,250,1,0,3,1125,3,93,strict,0.9
6925807,35935774,Adrienne,16-06-2015,N/A,1,1,Seattle,WA,98122,United States,House,Entire home/apt,4,1.5,2,2,Real Bed,"{TV,""Cable TV"",""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,Washer,Dryer}",375,"2,250.00","8,200.00",500,,1,0,3,60,1,100,strict,0.2
7400955,37224930,Ann,01-07-2015,100%,2,2,Seattle,WA,98122,United States,House,Entire home/apt,6,2,3,5,Real Bed,"{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",Essentials}",240,"1,500.00",,,25,1,0,3,1125,3,93,moderate,0.58
8174389,43141994,Gavin,02-09-2015,N/A,1,1,Seattle,WA,98122,United States,House,Entire home/apt,5,1,2,2,Real Bed,"{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo}",189,"1,150.00",,175,45,1,0,2,14,1,100,flexible,0.29
6292452,3431955,Grace,31-08-2012,N/A,1,1,Seattle,WA,98122,United States,House,Entire home/apt,6,3.5,4,5,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Cat(s),""Other pet(s)"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""First Aid Kit"",Essentials}",250,"1,500.00",,250,75,5,25,3,7,1,100,moderate,0.15
9095668,45025312,Valerie,24-09-2015,100%,1,1,Seattle,WA,98122,United States,Apartment,Entire home/apt,2,1,0,1,Real Bed,"{TV,Internet,""Wireless Internet"",""Wheelchair Accessible"",Kitchen,Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials}",90,,,250,61,2,50,2,180,0,,moderate,
413733,2057654,Michele & Ryan,02-04-2012,100%,1,1,Seattle,WA,98122,United States,House,Entire home/apt,6,1,2,2,Real Bed,"{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",""Pets live on this property"",Dog(s),Cat(s),Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",125,,,100,35,2,25,1,30,31,99,moderate,5.08
8783900,46041428,Tom,08-10-2015,100%,1,1,Seattle,WA,98122,United States,Townhouse,Entire home/apt,7,1.5,0,2,Real Bed,"{TV,Internet,""Wireless Internet"",Kitchen,""Pets Allowed"",""Indoor Fireplace"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,Iron,""Laptop Friendly Workspace""}",155,930,"4,030.00",500,100,7,0,3,180,1,100,strict,0.68
639130,3187723,Ann,07-08-2012,75%,1,1,Seattle,WA,98122,United States,House,Entire home/apt,8,3,4,5,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Cat(s),""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer}",195,"1,350.00",,,100,1,0,3,21,2,80,strict,0.37
2484067,4143171,Christina,13-11-2012,100%,2,2,Seattle,WA,98122,United States,House,Private room,3,1,1,2,Real Bed,"{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",""Pets live on this property"",Cat(s),Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,""Lock on Bedroom Door""}",69,625,"1,999.00",150,25,2,20,1,100,29,96,moderate,1.41
3533112,17787500,Matthew,07-07-2014,N/A,1,1,Seattle,WA,98122,United States,Apartment,Entire home/apt,3,1,0,1,Real Bed,"{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""First Aid Kit"",Essentials}",200,,,500,50,2,10,3,21,12,93,strict,0.7
2249292,10136334,Sasha,19-11-2013,100%,2,2,Seattle,WA,98122,United States,Apartment,Entire home/apt,4,1,2,2,Real Bed,"{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Cat(s),Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo}",75,650,"2,500.00",200,25,2,25,1,14,63,97,strict,2.81
7838294,4608651,Maureen,06-01-2013,100%,1,1,Seattle,WA,98122,United States,House,Entire home/apt,5,1,2,3,Real Bed,"{""Wireless Internet"",Kitchen,""Indoor Fireplace"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials}",225,,,500,100,4,25,3,1125,0,,flexible,
6133354,13042181,Kim,11-03-2014,100%,1,1,Seattle,WA,98112,United States,Apartment,Entire home/apt,2,1,0,1,Real Bed,"{""Cable TV"",""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Dog(s),Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher""}",135,554,"1,848.00",100,65,1,0,2,1125,26,95,flexible,3.24
7987836,1276476,Roberto,11-10-2011,100%,1,1,Seattle,WA,98122,United States,Loft,Entire home/apt,2,1,1,1,Real Bed,"{Internet,""Wireless Internet"",""Air Conditioning"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card""}",85,455,,200,35,1,0,2,7,2,100,strict,0.63
9910025,21223543,Arthur,11-09-2014,100%,1,1,Seattle,WA,98122,United States,Apartment,Entire home/apt,4,1,2,2,Real Bed,"{TV,Internet,""Wireless Internet"",Kitchen,Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer""}",110,,,,20,2,15,1,1125,1,100,moderate,1
7364024,14196478,Rick,12-04-2014,100%,1,1,Seattle,WA,98122,United States,Townhouse,Entire home/apt,4,1,1,2,Real Bed,"{""Cable TV"",""Wireless Internet"",Kitchen,""Indoor Fireplace"",Heating,""Smoke Detector"",""Fire Extinguisher"",Essentials,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",110,,,300,25,3,35,1,1125,10,94,moderate,1.88
9362082,406209,Kathleen,23-02-2011,100%,1,1,Seattle,WA,98122,United States,House,Entire home/apt,5,1,2,2,Real Bed,"{TV,""Cable TV"",""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",""Suitable for Events"",Dryer,""Smoke Detector"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",250,,,,,1,0,2,30,1,100,flexible,1
8847108,5976789,Toby,17-04-2013,100%,1,1,Seattle,WA,98122,United States,Other,Entire home/apt,2,1,1,1,Real Bed,"{Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Dog(s),""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,Hangers,""Laptop Friendly Workspace""}",85,525,"1,900.00",,15,1,0,1,1125,11,98,strict,4.23
7462428,16718874,Patrice,12-06-2014,67%,1,1,Seattle,WA,98122,United States,House,Private room,1,1.5,1,1,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials}",50,,,500,10,1,0,1,1125,11,89,flexible,2.04
4370312,1142416,Charles,11-09-2011,100%,1,1,Seattle,WA,98122,United States,Apartment,Entire home/apt,2,1,1,1,Real Bed,"{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",""Pets live on this property"",Dog(s),""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",""Laptop Friendly Workspace""}",78,,,,45,2,12,1,15,4,95,moderate,4
4053972,2325108,Josh And Nicole,08-05-2012,100%,2,2,Seattle,WA,98122,United States,Apartment,Entire home/apt,2,1,1,1,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Pets Allowed"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron}",95,550,,150,40,1,0,1,60,65,94,moderate,4.05
6209191,32197370,Michael,29-04-2015,100%,1,1,Seattle,WA,98122,United States,House,Private room,2,1.5,1,1,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",Shampoo}",95,600,"2,100.00",,,2,50,2,1125,7,100,moderate,0.88
10123910,28991907,Kelcey,08-03-2015,N/A,1,1,Seattle,WA,98122,United States,House,Entire home/apt,8,1,4,5,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",Gym,Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",295,,,,80,1,0,2,365,0,,strict,
6412858,3929874,Jennie,20-10-2012,100%,2,2,Seattle,WA,98122,United States,House,Entire home/apt,6,2.5,3,2,Real Bed,"{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",""Pets live on this property"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}",175,900,,200,100,4,25,1,1125,2,100,moderate,0.61
3987838,20671912,Amanda And Toni,29-08-2014,100%,1,1,Seattle,WA,98122,United States,Apartment,Entire home/apt,2,1,1,1,Real Bed,"{Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Cat(s),Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}",90,550,"1,800.00",250,15,2,0,2,1125,19,100,moderate,1.34
7027507,6727475,Shasti,04-06-2013,N/A,1,1,Seattle,WA,98122,United States,House,Private room,1,1,1,1,Real Bed,"{Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,""Fire Extinguisher"",Essentials}",68,,,,20,1,0,2,1125,1,100,moderate,0.24
6587443,3929874,Jennie,20-10-2012,100%,2,2,Seattle,WA,98122,United States,House,Private room,4,1,1,1,Real Bed,"{TV,Internet,""Wireless Internet"",""Free Parking on Premises"",""Pets live on this property"",Dog(s),Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}",74,440,,100,50,2,20,2,10,4,100,moderate,1.13
10204689,27761130,Maggie,15-02-2015,N/A,1,1,Seattle,WA,98122,United States,Apartment,Entire home/apt,2,1,1,1,Real Bed,"{""Wireless Internet"",Kitchen,""Pets live on this property"",Dog(s),Heating,""Family/Kid Friendly""}",80,500,,,15,1,0,5,1125,0,,flexible,
1029680,3322742,Kirsten,20-08-2012,N/A,1,1,Seattle,WA,98122,United States,House,Entire home/apt,4,2,3,3,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",""Pets live on this property"",Dog(s),""Hot Tub"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher""}",500,,,,85,1,0,1,10,6,93,strict,0.32
7208439,10104021,Jiang,18-11-2013,80%,1,1,Seattle,WA,98122,United States,Apartment,Entire home/apt,4,1,1,2,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Dog(s),Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo}",115,730,,150,60,2,19,2,14,11,100,moderate,2.24
8327765,16786048,Avalon,14-06-2014,90%,2,2,Seattle,WA,98122,United States,House,Entire home/apt,8,3,4,5,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials}",500,"2,700.00","5,000.00","1,500.00",300,1,0,3,365,0,,strict,
3953611,6576807,Karen,26-05-2013,100%,1,1,Seattle,WA,98112,United States,House,Private room,4,1,1,2,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Breakfast,""Pets live on this property"",Cat(s),""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}",115,750,,,50,2,8,2,1125,53,97,strict,3.22
2584354,12651381,Lisa,27-02-2014,N/A,1,1,Seattle,WA,98122,United States,Apartment,Entire home/apt,2,1,1,1,Futon,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Shampoo}",125,,,,,1,0,3,1125,21,99,moderate,0.98
4574700,23713302,Tina,13-11-2014,100%,1,1,Seattle,WA,98122,United States,House,Entire home/apt,8,3,3,4,Real Bed,"{TV,""Cable TV"",""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Cat(s),Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials}",350,,,,100,1,0,3,21,2,100,strict,0.32
5685646,29480224,Abby,16-03-2015,100%,1,1,Seattle,WA,98122,United States,House,Entire home/apt,6,1,2,3,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Dog(s),Cat(s),""Indoor Fireplace"",Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,""Hair Dryer"",""Laptop Friendly Workspace""}",140,750,"3,000.00",,50,2,25,1,1125,60,94,flexible,6.9
977722,5282519,Elizabeth,01-03-2013,100%,1,1,Seattle,WA,98105,United States,Apartment,Entire home/apt,2,1,1,1,Real Bed,"{Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo}",80,480,,,30,1,20,2,28,64,94,flexible,1.89
2931922,3074414,Melissa,27-07-2012,80%,34,34,Seattle,WA,98105,United States,Apartment,Entire home/apt,5,2,2,2,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Fire Extinguisher"",Essentials,Shampoo}",145,900,"2,695.00",200,95,2,15,1,1125,10,87,moderate,0.59
8253955,8350163,Colleen,06-09-2015,100%,1,1,Seattle,WA,98105,United States,House,Entire home/apt,6,1,1,3,Real Bed,"{""Cable TV"",""Wireless Internet"",Kitchen,""Pets live on this property"",Cat(s),Heating,""Family/Kid Friendly"",""Smoke Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",150,900,"4,300.00",250,50,2,15,7,1125,3,93,moderate,0.98
6426462,3074414,Melissa,27-07-2012,80%,34,34,Seattle,WA,98105,United States,Condominium,Private room,1,1,1,1,Real Bed,"{TV,Internet,""Wireless Internet"",Kitchen,""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Fire Extinguisher"",Essentials,Shampoo}",65,450,"1,295.00",250,50,1,15,7,1125,2,100,moderate,0.29
8154238,1243056,Andrew,03-10-2011,90%,37,37,Seattle,WA,98105,United States,House,Shared room,1,1,1,1,Real Bed,"{Internet,""Wireless Internet"",Kitchen,Heating,""Suitable for Events"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials}",50,275,880,350,35,1,0,4,1125,0,,strict,
5020861,1324474,Christen,23-10-2011,100%,1,1,Seattle,WA,98105,United States,Apartment,Private room,3,1,1,1,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,Breakfast,Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials}",65,450,,,,1,0,1,1125,14,92,strict,1.36
