id,host_id,host_name,host_since,host_response_rate,host_listings_count,host_total_listings_count,city,state,zipcode,country,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,amenities,price,weekly_price,monthly_price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,number_of_reviews,review_scores_rating,cancellation_policy,reviews_per_month
241032,956883,Maija,11-08-2011,96%,3,3,Seattle,WA,98119,United States,Apartment,Entire home/apt,4,1,1,1,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Family/Kid Friendly"",Washer,Dryer}",85,,,,,2,5,1,365,207,95,moderate,4.07
953595,5177328,Andrea,21-02-2013,98%,6,6,Seattle,WA,98119,United States,Apartment,Entire home/apt,4,1,1,1,Real Bed,"{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials}",150,"1,000.00","3,000.00",100,40,1,0,2,90,43,96,strict,1.48
3308979,16708587,Jill,12-06-2014,67%,2,2,Seattle,WA,98119,United States,House,Entire home/apt,11,4.5,5,7,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",""Pets live on this property"",Dog(s),Cat(s),""Hot Tub"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo}",975,,,"1,000.00",300,10,25,4,30,20,97,strict,1.15
7421966,9851441,Emily,06-11-2013,N/A,1,1,Seattle,WA,98119,United States,Apartment,Entire home/apt,3,1,0,2,Real Bed,"{Internet,""Wireless Internet"",Kitchen,""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}",100,650,"2,300.00",,,1,0,1,1125,0,,flexible,
278830,1452570,Emily,29-11-2011,100%,2,2,Seattle,WA,98119,United States,House,Entire home/apt,6,2,3,3,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",450,,,700,125,6,15,1,1125,38,92,strict,0.89
5956968,326758,Andrew,25-12-2010,N/A,1,1,Seattle,WA,98119,United States,House,Private room,2,1,1,1,Real Bed,"{""Wireless Internet"",""Free Parking on Premises"",Heating,""Smoke Detector"",Essentials,Shampoo}",120,800,,,40,1,30,1,6,17,95,strict,2.45
1909058,2497928,Gary And Beth,30-05-2012,100%,1,1,Seattle,WA,98119,United States,House,Private room,2,1,1,1,Real Bed,"{""Wireless Internet"",""Free Parking on Premises"",Heating,""Smoke Detector"",""First Aid Kit"",Essentials,Shampoo}",80,575,,150,,1,10,3,14,58,99,moderate,2.46
856550,4016632,Jean-Marc,30-10-2012,100%,5,5,Seattle,WA,98119,United States,Cabin,Private room,2,1,1,1,Real Bed,"{""Wireless Internet"",""Pets live on this property"",Dog(s),Heating,""Family/Kid Friendly"",Essentials,Shampoo}",60,360,,150,25,1,0,2,7,173,97,strict,4.73
4948745,2166277,Aliza,18-04-2012,N/A,1,1,Seattle,WA,98109,United States,Apartment,Private room,2,1,1,1,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,Breakfast,""Indoor Fireplace"",Heating,Washer,Dryer,""Smoke Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",90,500,"1,700.00",,,1,0,3,1125,8,97,strict,1.22
2493658,5177328,Andrea,21-02-2013,98%,6,6,Seattle,WA,98119,United States,Apartment,Entire home/apt,4,1,1,1,Real Bed,"{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials}",150,"1,000.00","3,000.00",100,40,1,0,2,365,32,97,strict,1.55
175576,239585,Ray & Eileen,19-09-2010,100%,1,1,Seattle,WA,98119,United States,House,Entire home/apt,2,1,1,1,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",95,595,,,15,2,15,3,7,181,97,moderate,3.33
4454295,4606439,Nadia,06-01-2013,100%,1,1,Seattle,WA,98119,United States,House,Entire home/apt,2,1,1,1,Real Bed,"{TV,""Cable TV"",""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo}",99,800,"2,000.00",500,150,1,0,3,1125,8,97,strict,0.98
3883392,19932967,Pat & Roberta,13-08-2014,100%,1,1,Seattle,WA,98119,United States,Apartment,Entire home/apt,4,1,2,3,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",245,"1,575.00","5,800.00",300,95,1,0,3,14,13,98,moderate,0.92
8889257,25899989,Ellie,10-01-2015,100%,1,1,Seattle,WA,98119,United States,House,Entire home/apt,5,1,2,3,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}",165,,"5,000.00",400,85,4,20,2,1125,3,100,strict,3
5680462,22372266,Sarah,10-10-2014,100%,1,1,Seattle,WA,98119,United States,House,Entire home/apt,16,3.5,6,15,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",""Suitable for Events"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}",461,,,"1,500.00",300,8,50,3,29,18,98,strict,2.65
8988178,2983711,Paige,18-07-2012,100%,1,1,Seattle,WA,98119,United States,House,Entire home/apt,5,1,2,2,Real Bed,"{TV,""Cable TV"",Internet,Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials}",109,,,,89,1,0,3,15,1,80,strict,0.73
3245876,9465817,Libby,16-10-2013,100%,1,1,Seattle,WA,98119,United States,Apartment,Private room,2,1,1,1,Real Bed,"{Internet,""Wireless Internet"",""Pets Allowed"",Breakfast,""Pets live on this property"",Cat(s),Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",Essentials,Shampoo}",66,,,100,35,1,25,1,10,84,95,moderate,4.55
4933447,25417834,Markus And Melissa,31-12-2014,100%,1,1,Seattle,WA,98119,United States,House,Private room,2,1,1,1,Real Bed,"{""Wireless Internet"",""Free Parking on Premises"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo}",99,,,100,15,1,0,2,14,45,98,moderate,4.58
7735464,6170760,Sam,30-04-2013,N/A,1,1,Seattle,WA,98119,United States,Apartment,Private room,2,2,1,1,Futon,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Dog(s),""Indoor Fireplace"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",200,,,,,1,0,1,1125,0,,flexible,
6291829,32713558,Kary,05-05-2015,N/A,1,1,Seattle,WA,98119,United States,House,Entire home/apt,10,3.5,5,5,Real Bed,"{TV,""Cable TV"",""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",""Pets live on this property"",Dog(s),Cat(s),""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Shampoo}",700,"4,100.00",,500,250,1,0,3,30,5,85,flexible,0.82
9218403,14100483,Annie,09-04-2014,100%,1,1,Seattle,WA,98119,United States,Condominium,Entire home/apt,1,1,1,1,Real Bed,"{Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",""Elevator in Building"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo}",110,750,"2,500.00",,,1,0,1,1125,1,100,flexible,1
4125779,21401856,Nick,16-09-2014,100%,1,1,Seattle,WA,98119,United States,House,Private room,3,1.5,1,2,Real Bed,"{""Cable TV"",Internet,""Wireless Internet"",""Free Parking on Premises"",""Pets live on this property"",Heating,""Family/Kid Friendly"",Dryer,""Smoke Detector"",""First Aid Kit"",Essentials,Shampoo}",99,568,"2,029.00",,15,1,10,1,1125,11,84,moderate,0.71
8942678,46675077,Susanna,16-10-2015,100%,1,1,Seattle,WA,98119,United States,House,Entire home/apt,8,2,4,4,Real Bed,"{TV,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Safety Card"",""Fire Extinguisher""}",450,"3,000.00",,,,1,0,4,1125,1,100,flexible,0.86
10106055,51860756,Maggie & Alex,20-12-2015,N/A,1,1,Seattle,WA,98119,United States,House,Private room,2,1,1,1,Real Bed,"{Internet,""Wireless Internet"",""Air Conditioning"",""Free Parking on Premises"",""Pets Allowed"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,""Lock on Bedroom Door"",""24-Hour Check-in"",Hangers,""Laptop Friendly Workspace""}",75,350,,,,1,0,1,1125,0,,flexible,
6362362,33147763,Tracy,11-05-2015,N/A,1,1,Seattle,WA,98119,United States,House,Entire home/apt,5,2.5,3,3,Real Bed,"{TV,""Cable TV"",""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials}",600,,,500,150,1,0,3,1125,1,100,moderate,0.18
3544550,16708587,Jill,12-06-2014,67%,2,2,Seattle,WA,98119,United States,House,Entire home/apt,8,2.5,3,5,Real Bed,"{TV,""Cable TV"",""Wireless Internet"",""Air Conditioning"",""Wheelchair Accessible"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo}",450,,,500,200,6,50,4,1125,8,100,strict,1.3
9025039,68155,Lori,06-01-2010,100%,1,1,Seattle,WA,98119,United States,House,Entire home/apt,5,1,2,3,Real Bed,"{""Cable TV"",""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""First Aid Kit"",Essentials,Shampoo,Hangers}",150,,,250,35,1,0,1,1125,0,,flexible,
3200646,4016632,Jean-Marc,30-10-2012,100%,5,5,Seattle,WA,98119,United States,Camper/RV,Private room,2,1,1,1,Real Bed,"{""Wireless Internet"",""Pets live on this property"",Dog(s),Heating,""Family/Kid Friendly"",Essentials}",45,360,,150,25,1,0,2,7,80,95,strict,4.38
8859380,3792761,Kimberly,07-10-2012,100%,5,5,Seattle,WA,98119,United States,Apartment,Entire home/apt,6,2,3,3,Real Bed,"{TV,""Cable TV"",""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""First Aid Kit"",""Fire Extinguisher"",Shampoo,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",300,,,500,125,1,0,2,1125,6,100,moderate,2.47
4520099,6184895,Lana,01-05-2013,71%,1,1,Seattle,WA,98119,United States,Apartment,Entire home/apt,3,1,1,2,Real Bed,"{TV,""Cable TV"",""Wireless Internet"",""Wheelchair Accessible"",Kitchen,""Indoor Fireplace"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",Essentials,Shampoo}",80,500,,,65,3,50,2,1125,4,85,strict,0.33
2481869,5177328,Andrea,21-02-2013,98%,6,6,Seattle,WA,98119,United States,Apartment,Entire home/apt,4,1,1,1,Real Bed,"{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials}",175,"1,000.00","3,200.00",,40,1,0,2,365,38,96,strict,1.86
1110749,5325329,Blair,04-03-2013,97%,9,9,Seattle,WA,98119,United States,House,Entire home/apt,6,1.5,3,3,Real Bed,"{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher""}",325,,,500,100,6,60,2,1125,68,92,strict,2.18
5978498,31037494,Silvia,11-04-2015,60%,1,1,Seattle,WA,98119,United States,House,Entire home/apt,4,3,3,2,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,Washer,Dryer,""Smoke Detector"",""First Aid Kit"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Laptop Friendly Workspace""}",175,699,"2,388.00",200,80,1,0,4,120,8,88,flexible,1.31
5021081,25906186,Vacation,10-01-2015,71%,1,1,Seattle,WA,98119,United States,House,Entire home/apt,7,3.5,4,3,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo}",222,"1,325.00","4,650.00",500,250,7,75,2,1125,5,75,strict,0.99
1686930,8916363,Paige,18-09-2013,100%,1,1,Seattle,WA,98119,United States,Apartment,Entire home/apt,4,1,2,2,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",""Pets live on this property"",Dog(s),Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",159,,,250,99,1,0,1,1125,62,97,strict,2.27
7680289,40335071,Kevin,02-08-2015,100%,2,2,Seattle,WA,98119,United States,Apartment,Entire home/apt,4,1,1,2,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo}",125,800,"2,700.00",,50,2,25,2,365,19,95,moderate,4.35
7207641,6544973,Joe & Anna,23-05-2013,50%,1,1,Seattle,WA,98119,United States,House,Entire home/apt,8,3,3,3,Real Bed,"{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Dog(s),Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo}",348,"2,500.00",,750,150,6,20,3,1125,5,96,strict,0.97
5062445,21072725,Chris,08-09-2014,31%,1,1,Seattle,WA,98119,United States,House,Private room,1,1,1,1,Futon,"{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,Washer,Dryer,""Smoke Detector"",""First Aid Kit"",Essentials}",45,450,"1,500.00",,,1,0,1,1125,7,97,flexible,0.9
8925878,40335071,Kevin,02-08-2015,100%,2,2,Seattle,WA,98119,United States,Apartment,Entire home/apt,4,1,1,2,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,Essentials,Shampoo}",150,950,"2,950.00",,50,2,25,2,365,2,100,moderate,0.83
6389657,2052160,Ruth,02-04-2012,100%,1,1,Seattle,WA,98109,United States,Apartment,Entire home/apt,2,1,0,1,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",80,,,,20,1,0,3,1125,11,98,flexible,1.98
4218733,21896205,Henry,28-09-2014,100%,1,1,Seattle,WA,98119,United States,Apartment,Entire home/apt,4,1,1,2,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",110,,,100,40,2,15,2,1125,71,90,moderate,4.7
2715623,8242272,Debera,18-08-2013,100%,1,1,Seattle,WA,98119,United States,House,Entire home/apt,3,1,1,2,Real Bed,"{TV,Internet,""Wireless Internet"",Kitchen,""Indoor Fireplace"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo}",148,,,,100,2,20,3,365,9,91,strict,0.46
1392332,2315558,Holly,07-05-2012,N/A,1,1,Seattle,WA,98119,United States,House,Entire home/apt,4,1.5,2,2,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Pets Allowed"",""Hot Tub"",""Indoor Fireplace"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",350,"2,100.00",,500,100,4,0,2,30,41,98,moderate,1.38
7308567,17597607,Nicole,03-07-2014,100%,1,1,Seattle,WA,98119,United States,Apartment,Entire home/apt,3,1.5,1,2,Real Bed,"{TV,""Cable TV"",""Wireless Internet"",Kitchen,Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}",150,,,,50,1,0,2,1125,18,98,moderate,3.35
6575380,34392395,Sam,27-05-2015,50%,1,1,Seattle,WA,98109,United States,House,Private room,5,1,1,1,Real Bed,"{""Cable TV"",""Wireless Internet"",""Free Parking on Premises"",""Hot Tub"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials}",150,540,"1,911.00",,,1,0,1,1125,9,100,flexible,1.99
6004058,9031463,Marina,24-09-2013,50%,1,1,Seattle,WA,98119,United States,Apartment,Entire home/apt,2,1,0,1,Futon,"{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Elevator in Building"",""Buzzer/Wireless Intercom"",Heating,Washer,Dryer,""Smoke Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",100,,,,,1,0,1,1125,20,92,flexible,2.29
9550869,12867960,Maureen,06-03-2014,90%,1,1,Seattle,WA,98119,United States,Bungalow,Entire home/apt,10,3,4,4,Real Bed,"{Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Safety Card"",""Fire Extinguisher"",Essentials,Hangers}",349,,,,200,1,0,1,1125,0,,strict,
8515408,3502513,Jennifer,07-09-2012,100%,1,1,Seattle,WA,98119,United States,Bungalow,Entire home/apt,2,1,0,1,Real Bed,"{""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Dog(s),Cat(s),Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials}",110,700,,,50,1,0,2,1125,3,100,moderate,1.06
5383192,27606550,Christine,11-02-2015,N/A,1,1,Seattle,WA,98119,United States,House,Entire home/apt,4,1,1,2,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Wheelchair Accessible"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}",160,"1,140.00",,100,55,2,25,2,1125,1,100,moderate,0.16
1112092,5856339,Annie,10-04-2013,100%,1,1,Seattle,WA,98119,United States,House,Entire home/apt,4,1,1,3,Real Bed,"{Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating}",130,"1,000.00","2,700.00",140,75,2,25,3,1125,26,95,moderate,0.8
7772661,40885963,Michael,08-08-2015,100%,1,1,Seattle,WA,98119,United States,House,Entire home/apt,2,1,0,1,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",99,,,,50,2,50,1,1125,2,100,moderate,2
9254900,27128936,Anisa,02-02-2015,100%,1,1,Seattle,WA,98119,United States,Apartment,Entire home/apt,2,1,0,1,Real Bed,"{""Wireless Internet"",Kitchen,Washer,Dryer,Essentials}",100,,"2,000.00",,40,1,0,1,1125,0,,flexible,
7714294,3521823,Elise,10-09-2012,N/A,2,2,Seattle,WA,98119,United States,Apartment,Entire home/apt,3,1,1,1,Futon,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Cat(s),Heating,""Family/Kid Friendly"",""Smoke Detector"",Essentials,Shampoo}",137,815,,,20,2,20,2,1125,3,100,moderate,0.64
10310373,53050379,Ana,02-01-2016,N/A,1,1,Seattle,WA,98119,United States,Apartment,Private room,3,1,1,1,Real Bed,"{""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",Heating,Washer,Dryer,""Smoke Detector"",Essentials,Shampoo,""Lock on Bedroom Door"",Hangers}",20,,,,,1,0,1,1125,0,,flexible,
9368342,1039322,Manomi,30-08-2011,100%,1,1,Seattle,WA,98119,United States,Townhouse,Entire home/apt,2,1.5,1,1,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,Washer,Dryer,""Smoke Detector"",""Fire Extinguisher"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron}",150,,,500,50,2,30,4,1125,0,,strict,
6361863,25150356,Kurt & Anna,24-12-2014,100%,1,1,Seattle,WA,98119,United States,Apartment,Entire home/apt,2,1,1,1,Real Bed,"{TV,Internet,""Wireless Internet"",""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",145,,,100,30,2,10,2,1125,44,94,moderate,5.64
8105221,15155647,Shiri,06-05-2014,70%,1,1,Seattle,WA,98119,United States,Townhouse,Private room,2,1,1,1,Futon,"{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Breakfast,Heating,Washer,Dryer,""Smoke Detector"",Essentials,Shampoo}",80,,,,,1,0,1,1125,10,100,flexible,2.5
3269390,12171359,Diane,12-02-2014,100%,3,3,Seattle,WA,98119,United States,House,Entire home/apt,2,1,0,1,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",95,,,200,60,1,0,3,1125,77,98,moderate,4.12
4566393,23669617,Irmela,12-11-2014,N/A,1,1,Seattle,WA,98119,United States,House,Entire home/apt,4,2.5,3,3,Real Bed,"{TV,""Cable TV"",""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Shampoo}",400,"2,100.00","7,500.00",750,120,4,20,2,1125,0,,moderate,
9282409,560743,Zachary,05-05-2011,100%,1,1,Seattle,WA,98119,United States,House,Private room,2,2,1,1,Real Bed,"{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo}",85,450,,,,1,0,2,1125,2,100,moderate,1.3
8095168,3521823,Elise,10-09-2012,N/A,2,2,Seattle,WA,98119,United States,Apartment,Private room,2,1,1,1,Futon,"{TV,""Cable TV"",""Wireless Internet"",Kitchen,""Free Parking on Premises"",Breakfast,""Pets live on this property"",Dog(s),Cat(s),Heating,Washer,Dryer,""Smoke Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",70,,,,20,1,0,1,1125,1,100,flexible,0.25
2746782,4016632,Jean-Marc,30-10-2012,100%,5,5,Seattle,WA,98119,United States,Apartment,Entire home/apt,2,1,0,1,Real Bed,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Heating,""Family/Kid Friendly"",""Smoke Detector"",Essentials}",90,540,,150,25,1,0,2,14,109,97,strict,5.24
6424982,33524725,Ruth,16-05-2015,100%,1,1,Seattle,WA,98119,United States,House,Private room,2,1,1,1,Real Bed,"{""Cable TV"",""Wireless Internet"",""Free Parking on Premises"",""Pets live on this property"",Dog(s),Heating,""Smoke Detector"",""First Aid Kit"",Essentials,Shampoo}",80,,,,,2,15,1,6,52,92,flexible,7.06
762029,4016632,Jean-Marc,30-10-2012,100%,5,5,Seattle,WA,98119,United States,Camper/RV,Private room,2,1,1,2,Real Bed,"{""Wireless Internet"",""Pets live on this property"",Dog(s),Heating,""Family/Kid Friendly"",Essentials,Shampoo}",60,360,,150,25,2,0,2,7,191,97,strict,4.96
8988281,46954097,Nell & Andreas,19-10-2015,67%,1,1,Seattle,WA,98119,United States,House,Entire home/apt,4,1,2,2,Real Bed,"{TV,Internet,""Wireless Internet"",Kitchen,""Pets live on this property"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials}",175,,,250,78,4,50,1,15,0,,moderate,
7077910,2843411,Dina,05-07-2012,100%,1,1,Seattle,WA,98107,United States,House,Entire home/apt,6,2.5,3,4,Real Bed,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",Gym,""Indoor Fireplace"",Heating,""Family/Kid Friendly"",""Suitable for Events"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",170,"1,195.00","3,195.00",250,100,6,100,4,1125,9,91,strict,1.82
